CITY,COMPANYNAME,COSTCENTER,COUNTRY,DEPARTMENTNAME,DONOTDISTURBDELEGATE,EMPLOYEETYPE,EMPLOYEEID,JOBCODE,JOB_ID,LOCATION,LOCATIONDESC,LOCATIONNUMBER,MANAGER,OWNER,OWNERONTERMINATE,REGION,REGIONCODE,STATUSKEY,TITLE,USERSOURCE,VENDORMANAGER,ENTITLEMENTVALUEKEY,Result
,,98,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,204,3,887309d048beef83ad3eabf2a79a64a389ab1c9f,,,16,f1abd670358e036c31296e66b3b66c382ac00812,d7c1f0dd609c0024d00c7eb35743bcc476459876,,14,1,1b6453892473a467d07372d45eb05abc2031647a,FILE-MANUAL,,837500,NO ACCESS
,,98,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,204,3,887309d048beef83ad3eabf2a79a64a389ab1c9f,,,16,f1abd670358e036c31296e66b3b66c382ac00812,d7c1f0dd609c0024d00c7eb35743bcc476459876,,14,1,1b6453892473a467d07372d45eb05abc2031647a,FILE-MANUAL,,837520,NO ACCESS
,,98,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,204,3,887309d048beef83ad3eabf2a79a64a389ab1c9f,,,16,f1abd670358e036c31296e66b3b66c382ac00812,d7c1f0dd609c0024d00c7eb35743bcc476459876,,14,1,1b6453892473a467d07372d45eb05abc2031647a,FILE-MANUAL,,553946,NO ACCESS
,,98,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,204,3,887309d048beef83ad3eabf2a79a64a389ab1c9f,,,16,f1abd670358e036c31296e66b3b66c382ac00812,d7c1f0dd609c0024d00c7eb35743bcc476459876,,14,1,1b6453892473a467d07372d45eb05abc2031647a,FILE-MANUAL,,837501,NO ACCESS
,,98,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,204,3,887309d048beef83ad3eabf2a79a64a389ab1c9f,,,16,f1abd670358e036c31296e66b3b66c382ac00812,d7c1f0dd609c0024d00c7eb35743bcc476459876,,14,1,1b6453892473a467d07372d45eb05abc2031647a,FILE-MANUAL,,837521,NO ACCESS
,,98,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,204,3,887309d048beef83ad3eabf2a79a64a389ab1c9f,,,16,f1abd670358e036c31296e66b3b66c382ac00812,d7c1f0dd609c0024d00c7eb35743bcc476459876,,14,1,1b6453892473a467d07372d45eb05abc2031647a,FILE-MANUAL,,554103,NO ACCESS
,,98,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,204,3,887309d048beef83ad3eabf2a79a64a389ab1c9f,,,16,f1abd670358e036c31296e66b3b66c382ac00812,d7c1f0dd609c0024d00c7eb35743bcc476459876,,14,1,1b6453892473a467d07372d45eb05abc2031647a,FILE-MANUAL,,837502,NO ACCESS
,,98,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,204,3,887309d048beef83ad3eabf2a79a64a389ab1c9f,,,16,f1abd670358e036c31296e66b3b66c382ac00812,d7c1f0dd609c0024d00c7eb35743bcc476459876,,14,1,1b6453892473a467d07372d45eb05abc2031647a,FILE-MANUAL,,837523,NO ACCESS
,,98,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,204,3,887309d048beef83ad3eabf2a79a64a389ab1c9f,,,16,f1abd670358e036c31296e66b3b66c382ac00812,d7c1f0dd609c0024d00c7eb35743bcc476459876,,14,1,1b6453892473a467d07372d45eb05abc2031647a,FILE-MANUAL,,857581,NO ACCESS
,,98,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,204,3,887309d048beef83ad3eabf2a79a64a389ab1c9f,,,16,f1abd670358e036c31296e66b3b66c382ac00812,d7c1f0dd609c0024d00c7eb35743bcc476459876,,14,1,1b6453892473a467d07372d45eb05abc2031647a,FILE-MANUAL,,837503,NO ACCESS
,,98,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,204,3,887309d048beef83ad3eabf2a79a64a389ab1c9f,,,16,f1abd670358e036c31296e66b3b66c382ac00812,d7c1f0dd609c0024d00c7eb35743bcc476459876,,14,1,1b6453892473a467d07372d45eb05abc2031647a,FILE-MANUAL,,837524,ACCESS
,,98,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,204,3,887309d048beef83ad3eabf2a79a64a389ab1c9f,,,16,f1abd670358e036c31296e66b3b66c382ac00812,d7c1f0dd609c0024d00c7eb35743bcc476459876,,14,1,1b6453892473a467d07372d45eb05abc2031647a,FILE-MANUAL,,857596,ACCESS
,,98,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,204,3,887309d048beef83ad3eabf2a79a64a389ab1c9f,,,16,f1abd670358e036c31296e66b3b66c382ac00812,d7c1f0dd609c0024d00c7eb35743bcc476459876,,14,1,1b6453892473a467d07372d45eb05abc2031647a,FILE-MANUAL,,837509,ACCESS
,,98,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,204,3,887309d048beef83ad3eabf2a79a64a389ab1c9f,,,16,f1abd670358e036c31296e66b3b66c382ac00812,d7c1f0dd609c0024d00c7eb35743bcc476459876,,14,1,1b6453892473a467d07372d45eb05abc2031647a,FILE-MANUAL,,857626,ACCESS
,,98,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,204,3,887309d048beef83ad3eabf2a79a64a389ab1c9f,,,16,f1abd670358e036c31296e66b3b66c382ac00812,d7c1f0dd609c0024d00c7eb35743bcc476459876,,14,1,1b6453892473a467d07372d45eb05abc2031647a,FILE-MANUAL,,837510,ACCESS
,,90,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,216,3,bc33ea4e26e5e1af1408321416956113a4658763,,,12,b3f0c7f6bb763af1be91d9e74eabfeb199dc1f1f,NULL,,13,1,1b6453892473a467d07372d45eb05abc2031647a,FILE-MANUAL,,834474,ACCESS
,,90,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,216,3,bc33ea4e26e5e1af1408321416956113a4658763,,,12,b3f0c7f6bb763af1be91d9e74eabfeb199dc1f1f,NULL,,13,1,1b6453892473a467d07372d45eb05abc2031647a,FILE-MANUAL,,834604,ACCESS
,,90,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,216,3,bc33ea4e26e5e1af1408321416956113a4658763,,,12,b3f0c7f6bb763af1be91d9e74eabfeb199dc1f1f,NULL,,13,1,1b6453892473a467d07372d45eb05abc2031647a,FILE-MANUAL,,834473,ACCESS
,,94,,1b6453892473a467d07372d45eb05abc2031647a,,,,209,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,12,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,505843,ACCESS
,,94,,1b6453892473a467d07372d45eb05abc2031647a,,,,209,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,12,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,505845,ACCESS
,,94,,1b6453892473a467d07372d45eb05abc2031647a,,,,209,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,12,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,506575,ACCESS
,,91,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,214,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,17,1574bddb75c78a6fd2251d61e2993b5146201319,NULL,,12,1,77de68daecd823babbb58edb1c8e14d7106e83bb,FILE-MANUAL,,,NO ACCESS
,,90,,77de68daecd823babbb58edb1c8e14d7106e83bb,,,,204,3,4d134bc072212ace2df385dae143139da74ec0ef,,,16,f1abd670358e036c31296e66b3b66c382ac00812,356a192b7913b04c54574d18c28d46e6395428ab,,12,1,da4b9237bacccdf19c0760cab7aec4a8359010b0,FILE-MANUAL,,,NO ACCESS
,,90,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,217,3,887309d048beef83ad3eabf2a79a64a389ab1c9f,,,14,1574bddb75c78a6fd2251d61e2993b5146201319,NULL,,14,1,77de68daecd823babbb58edb1c8e14d7106e83bb,FILE-MANUAL,,,NO ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,548276,ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,844198,ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,548282,ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,508389,ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,548284,ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,548291,ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,837498,ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,857638,ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,837511,ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,539894,ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,837514,ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,539970,ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,837523,ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,539976,ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,548276,ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,539984,ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,548272,ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,813066,ACCESS
,,98,,356a192b7913b04c54574d18c28d46e6395428ab,,,,213,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,16,f1abd670358e036c31296e66b3b66c382ac00812,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,FILE-MANUAL,,837498,ACCESS
,,96,,0ade7c2cf97f75d009975f4d720d1fa6c19f4897,,,,216,37822,f6e1126cedebf23e1463aee73f9df08783640400,,,12,9e6a55b6b4563e652a23be9d623ca5055c356940,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,OKTA-OKTA,,23486,ACCESS
,,96,,0ade7c2cf97f75d009975f4d720d1fa6c19f4897,,,,216,37822,f6e1126cedebf23e1463aee73f9df08783640400,,,12,9e6a55b6b4563e652a23be9d623ca5055c356940,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,OKTA-OKTA,,539894,ACCESS
,,96,,0ade7c2cf97f75d009975f4d720d1fa6c19f4897,,,,216,37822,f6e1126cedebf23e1463aee73f9df08783640400,,,12,9e6a55b6b4563e652a23be9d623ca5055c356940,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,OKTA-OKTA,,539970,ACCESS
,,96,,0ade7c2cf97f75d009975f4d720d1fa6c19f4897,,,,216,37822,f6e1126cedebf23e1463aee73f9df08783640400,,,12,9e6a55b6b4563e652a23be9d623ca5055c356940,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,OKTA-OKTA,,539976,ACCESS
,,96,,0ade7c2cf97f75d009975f4d720d1fa6c19f4897,,,,216,37822,f6e1126cedebf23e1463aee73f9df08783640400,,,12,9e6a55b6b4563e652a23be9d623ca5055c356940,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,OKTA-OKTA,,539984,ACCESS
,,96,,0ade7c2cf97f75d009975f4d720d1fa6c19f4897,,,,216,37822,f6e1126cedebf23e1463aee73f9df08783640400,,,12,9e6a55b6b4563e652a23be9d623ca5055c356940,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,OKTA-OKTA,,813066,ACCESS
,,96,,0ade7c2cf97f75d009975f4d720d1fa6c19f4897,,,,216,37822,f6e1126cedebf23e1463aee73f9df08783640400,,,12,9e6a55b6b4563e652a23be9d623ca5055c356940,NULL,,11,1,c1dfd96eea8cc2b62785275bca38ac261256e278,OKTA-OKTA,,535198,ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831015,ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831047,ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831026,ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831058,ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831037,ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831016,ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831048,ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831027,ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831158,ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831038,NO ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831017,NO ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831049,NO ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831028,NO ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831159,NO ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831039,NO ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831018,NO ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831050,NO ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831029,NO ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831160,NO ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831040,NO ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831019,ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831051,ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831030,ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831161,ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831041,ACCESS
,,94,,da4b9237bacccdf19c0760cab7aec4a8359010b0,,,,219,3,12c6fc06c99a462375eeb3f43dfd832b08ca9e17,,,18,17ba0791499db908433b80f37c5fbc89b870084b,NULL,,15,1,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f,FILE-MANUAL,,831020,ACCESS
